Title,Authors,Publication Date,DOI,Source
A Deception Model Robust to Eavesdropping over Communication for Social Network Systems,Omolara A.E.,2019-01-01,10.1109/ACCESS.2019.2928359,IEEE Access
Comprehensive Review of Artificial Neural Network Applications to Pattern Recognition,Abiodun O.I.,2019-01-01,10.1109/ACCESS.2019.2945545,IEEE Access
A Cognitively Inspired Hybridization of Artificial Bee Colony and Dragonfly Algorithms for Training Multi-layer Perceptrons,Ghanem W.A.H.M.,2018-12-01,10.1007/s12559-018-9588-3,Cognitive Computation
State-of-the-art in artificial neural network applications: A survey,Abiodun O.I.,2018-11-01,10.1016/j.heliyon.2018.e00938,Heliyon
Forensic dna profiling for identifying an individual crime,Abiodun O.,2018-07-01,N/A,International Journal of Civil Engineering and Technology
Hybridizing artificial bee colony with monarch butterfly optimization for numerical optimization problems,Ghanem W.A.H.M.,2018-07-01,10.1007/s00521-016-2665-1,Neural Computing and Applications
"Mitigation of cyber terrorism at ATMs, and using DNA, fingerprint, mobile banking app to withdraw cash (Connected with IoT)",Mohamed N.,2018-01-01,N/A,International Journal of Engineering Research and Technology
Big data: An approach for detecting terrorist activities with people's profiling,Abiodun O.I.,2018-01-01,N/A,Lecture Notes in Engineering and Computer Science
A novel approach for the adaptation of honey encryption to support natural language message,Omolara A.E.,2018-01-01,N/A,Lecture Notes in Engineering and Computer Science
An enhanced practical difficulty of one-time pad algorithm resolving the key management and distribution problem,Omolara A.,2018-01-01,N/A,Lecture Notes in Engineering and Computer Science
Digital forensics: Review of issues in scientific validation of digital evidence,Arshad H.,2018-01-01,10.3745/JIPS.03.0095,Journal of Information Processing Systems
An improved behaviour specification to stop advanced persistent threat on governments and organizations network,AbdElatif Mohamed N.,2018-01-01,N/A,Lecture Notes in Engineering and Computer Science
"Protect governments, and organizations infrastructure against cyber terrorism (mitigation and stop of server message block (SMB) remote code execution attack)",Mohamed N.,2018-01-01,N/A,International Journal of Engineering Research and Technology
New approach to improve anomaly detection using a neural network optimized by hybrid ABC and PSO algorithms,Ghanem W.A.H.M.,2018-01-01,N/A,Pakistan Journal of Statistics
Hybridizing Bat Algorithm with Modified Pitch Adjustment Operator for Numerical Optimization Problems,Ghanem W.A.H.M.,2018-01-01,10.1007/978-3-319-70542-2_5,EAI/Springer Innovations in Communication and Computing
A Novel Hybrid Artificial Bee Colony with Monarch Butterfly Optimization for Global Optimization Problems,Ghanem W.A.H.M.,2018-01-01,10.1007/978-3-319-70542-2_3,EAI/Springer Innovations in Communication and Computing
Using modified bat algorithm to train neural networks for spam detection,Jantan A.,2017-12-31,N/A,Journal of Theoretical and Applied Information Technology
A novel hybrid artificial bee colony with monarch butterfly optimization for global optimization problems,Ghanem W.,2017-02-27,N/A,COMPSE 2016 - 1st EAI International Conference on Computer Science and Engineering
Hybridizing bat algorithm with modified pitch-adjustment operator for numerical optimization problems,Ghanem W.,2017-02-27,N/A,COMPSE 2016 - 1st EAI International Conference on Computer Science and Engineering
Filtration model for the detection of malicious traffic in large-scale networks,Ahmed A.,2016-05-15,10.1016/j.comcom.2015.10.012,Computer Communications
Novel multi-objective artificial bee colony optimization for wrapper based feature selection in intruction detectoin,Ghanem W.,2016-03-01,N/A,International Journal of Advances in Soft Computing and its Applications
Using hybrid artificial bee colony algorithm and particle swarm optimization for training feed-forward neural networks,Ghanem W.A.H.M.,2014-09-01,N/A,Journal of Theoretical and Applied Information Technology
Swarm intelligence and neural network for data classification,Ghanem W.A.H.M.,2014-03-30,10.1109/ICCSCE.2014.7072714,"Proceedings - 4th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2014"
Three layers approach for network scanning detection,Elejla O.E.,2014-01-01,N/A,Journal of Theoretical and Applied Information Technology
Honeybee protection system for detecting and preventing network attacks,Jantan A.,2014-01-01,N/A,Journal of Theoretical and Applied Information Technology
Real-time detection of intrusive traffic in QoS network domains,Ahmed A.,2013-11-01,10.1109/MSP.2013.52,IEEE Security and Privacy
Service violation monitoring model for detecting and tracing bandwidth abuse,Ahmed A.A.,2013-06-01,10.1007/s10922-012-9236-2,Journal of Network and Systems Management
E-Cyborg: The cybercrime evidence finder,Saari E.,2013-01-01,10.1109/CITA.2013.6637579,"2013 8th International Conference on Information Technology in Asia - Smart Devices Trend: Technologising Future Lifestyle, Proceedings of CITA 2013"
A similarity model to estimate attack strategy based on intentions analysis for network forensics,Jantan A.,2012-10-25,10.1007/978-3-642-34135-9_34,Communications in Computer and Information Science
Multi-connect architecture (MCA) associative memory: A modified hopfield neural network,Kareem E.I.A.,2012-01-01,10.1080/10798587.2008.10643243,Intelligent Automation and Soft Computing
