Title,Authors,Publication Date,DOI,Source
Economic-statistical design of variable parameters s chart,Lee M.H.,2020-09-02,10.1080/16843703.2019.1699687,Quality Technology and Quantitative Management
The efficiency of run rules schemes for the multivariate coefficient of variation: a Markov chain approach,Chew X.,2020-02-17,10.1080/02664763.2019.1643296,Journal of Applied Statistics
Design of the synthetic multivariate coefficient of variation chart based on the median run length,Lee M.H.,2020-01-01,10.37418/amsj.9.9.86,Advances in Mathematics: Scientific Journal
Quantized Deep Residual Convolutional Neural Network for Image-Based Dietary Assessment,Tan R.Z.,2020-01-01,10.1109/ACCESS.2020.3003518,IEEE Access
One-sided downward control chart for monitoring the multivariate coefficient of variation with vssi strategy,Chew X.Y.,2020-01-01,10.5614/j.math.fund.sci.2020.52.1.8,Journal of Mathematical and Fundamental Sciences
Effect of measurement errors on the performance of coefficient of variation chart with short production runs,Lee M.H.,2020-01-01,10.1109/ACCESS.2020.2985410,IEEE Access
Economic-statistical design of synthetic np chart with estimated process parameter,Lee M.H.,2020-01-01,10.1371/journal.pone.0230994,PLoS ONE
Optimal Design of Modified Group Runs Scheme with Estimated Process Parameters Based on Expected Average Number of Observations to Signal,Chong Z.L.,2019-12-01,10.1109/IEEM44572.2019.8978495,IEEE International Conference on Industrial Engineering and Engineering Management
A proposed variable parameter control chart for monitoring the multivariate coefficient of variation,Chew X.,2019-11-01,10.1002/qre.2536,Quality and Reliability Engineering International
The effect of measurement errors on the double sampling X chart,Lee M.H.,2019-09-01,N/A,Compusoft
The coefficient of variation chart based on median run length,Lee M.,2019-09-01,10.35940/ijeat.F1035.0986S319,International Journal of Engineering and Advanced Technology
Optimal design of the synthetic control chart for monitoring the multivariate coefficient of variation,Khaw K.,2019-03-15,10.1016/j.chemolab.2019.02.001,Chemometrics and Intelligent Laboratory Systems
Optimal variable sample size and sampling interval control chart for the process mean based on expected average time to signal,Khaw K.W.,2019-01-01,10.18178/ijmlc.2019.9.6.887,International Journal of Machine Learning and Computing
A re-evaluation of the run rules control charts for monitoring the coefficient of variation,Khaw K.W.,2019-01-01,10.19139/soic-2310-5070-717,"Statistics, Optimization and Information Computing"
Timing-of-delivery prediction model to visualize delivery trends for pos laju malaysia by machine learning techniques,Quah J.W.,2019-01-01,10.1007/978-981-13-3441-2_7,Communications in Computer and Information Science
A comparison of the variable sampling interval (VSI) and variable sample size (VSS) coefficient of variation charts,Lim S.L.,2018-01-01,10.11159/icmie18.129,"Proceedings of the World Congress on Mechanical, Chemical, and Material Engineering"
The Run Sum Hotelling's χ<sup>2</sup> Control Chart with Variable Sampling Intervals,Chew X.,2016-11-01,10.1002/qre.1960,Quality and Reliability Engineering International
The variable sampling interval run sum X control chart,Chew X.,2015-12-15,10.1016/j.cie.2015.08.015,Computers and Industrial Engineering
