Title,Authors,Publication Date,DOI,Source
Density-aware directional forwarding strategy for vehicular ad hoc networks,Hanshi S.M.,2016-10-27,10.1109/MICC.2015.7725423,"2015 IEEE 12th Malaysia International Conference on Communications, MICC 2015"
On the optimizing of LTE system performance for SISO and MIMO modes,Salem A.A.B.,2016-10-20,10.1109/AIMS.2015.71,"Proceedings - AIMS 2015, 3rd International Conference on Artificial Intelligence, Modelling and Simulation"
Feasible progressive source routing-based strategy for mobile ad-hoc networks,Khudayer B.H.,2016-10-01,10.1166/asl.2016.7000,Advanced Science Letters
On event detection and tracking systems in sensor networks: Classification of structure and mechanisms,Missif L.R.,2016-10-01,10.1166/asl.2016.7020,Advanced Science Letters
Efficient Approximated Q-Function Form for Error Probability over Rayleigh Fading Channels,Hanshi S.M.,2016-07-01,10.1007/s11277-016-3282-0,Wireless Personal Communications
Filtration model for the detection of malicious traffic in large-scale networks,Ahmed A.,2016-05-15,10.1016/j.comcom.2015.10.012,Computer Communications
Performance characterization of ROHC for satellite-based unidirectional links using error-free channels,Ang W.,2016-05-01,N/A,Journal of Theoretical and Applied Information Technology
Topology-aware mechanism to improve routing in mobile Ad Hoc networks,Khudayer B.,2016-01-01,10.1007/978-3-319-32213-1_2,Lecture Notes in Electrical Engineering
Message Passing Based Time Synchronization in Wireless Sensor Networks: A Survey,Sarvghadi M.,2016-01-01,10.1155/2016/1280904,International Journal of Distributed Sensor Networks
An extended discrete autoregressive model for variable bit rate video traffic encoded by scalable video codec,Ahmadpour S.,2015-12-01,10.1002/dac.3011,International Journal of Communication Systems
Application of harmony search optimization algorithm to improve connectivity in wireless sensor network with non-uniform density,Alsaidi A.S.,2015-07-01,N/A,Journal of Information Science and Engineering
A Survey on Analytical Modeling and Mitigation Techniques for the Energy Hole Problem in Corona-Based Wireless Sensor Network,Asharioun H.,2015-03-01,10.1007/s11277-014-2122-3,Wireless Personal Communications
Multi-disjoint routes mechanism for source routing in mobile ad-hoc networks,Khudayer B.H.,2015-01-01,10.1007/978-3-662-46578-3_23,Lecture Notes in Electrical Engineering
A fast inter-domain network-based IP mobility scheme for Urban areas,Taghizadeh A.,2014-12-01,10.1109/JCN.2014.000111,Journal of Communications and Networks
LTE peak data rate estimation using modified alpha-Shannon capacity formula,Bin-Salem A.A.,2014-11-26,10.1145/2684793.2684795,"Asian Internet Engineering Conference, AINTEC 2014"
Relative velocity-based forwarding strategy for vehicular ad hoc networks,Hanshi S.,2014-08-01,N/A,Information (Japan)
Enhanced mobile lightweight medium access control protocol for multi-hop wireless sensor network,Mohamed A.A.,2014-07-23,10.1109/tenconspring.2014.6863010,IEEE TENSYMP 2014 - 2014 IEEE Region 10 Symposium
Overview of time synchronization protocols in wireless sensor networks,Sarvghadi M.,2014-01-01,10.1109/ICED.2014.7015799,"2014 2nd International Conference on Electronic Design, ICED 2014"
An investigation into the effect of coronas on using balanced-energy scheme in corona-based wireless sensor networks,Asharioun H.,2014-01-01,N/A,Information (Japan)
AN experimental methodology for evaluation of multi-hop medium access control protocols of wireless sensor networks,Sarvghadi M.,2013-12-01,10.1109/RFID-TA.2013.6694497,"2013 IEEE International Conference on RFID-Technologies and Applications, RFID-TA 2013"
Comparative study on hybrid header compression over satellite-wireless networks,Chong Y.,2013-11-01,10.4103/0256-4602.125663,"IETE Technical Review (Institution of Electronics and Telecommunication Engineers, India)"
Real-time detection of intrusive traffic in QoS network domains,Ahmed A.,2013-11-01,10.1109/MSP.2013.52,IEEE Security and Privacy
Handoff and route optimization in mobile networks over IEEE 802.16e,Mohammed B.A.,2013-04-01,10.4018/jmcmc.2013040103,International Journal of Mobile Computing and Multimedia Communications
"An enhanced online phishing E-Mail detection framework based on ""Evolving Connectionist System""",Almomani A.,2013-02-15,N/A,"International Journal of Innovative Computing, Information and Control"
