Title,Authors,Publication Date,DOI,Source
Improving aspect extraction using aspect frequency and semantic similarity-based approach for aspect-based sentiment analysis,Rana T.A.,2018-01-01,10.1007/978-3-319-60663-7_30,Advances in Intelligent Systems and Computing
A two-fold rule-based model for aspect extraction,Rana T.A.,2017-12-15,10.1016/j.eswa.2017.07.047,Expert Systems with Applications
Evolutionary cross validation,Gunasegaran T.,2017-10-20,10.1109/ICITECH.2017.8079960,"ICIT 2017 - 8th International Conference on Information Technology, Proceedings"
Evaluating layout and clustering algorithms for visualizing named entity graph,Ibrahim K.,2017-01-01,N/A,"Journal of Telecommunication, Electronic and Computer Engineering"
Exploiting sequential patterns to detect objective aspects from online reviews,Rana T.A.,2016-12-30,10.1109/ICAICTA.2016.7803101,"4th IGNITE Conference and 2016 International Conference on Advanced Informatics: Concepts, Theory and Application, ICAICTA 2016"
Paraphrase detection using semantic relatedness based on Synset Shortest Path in WordNet,Lee J.C.,2016-12-30,10.1109/ICAICTA.2016.7803127,"4th IGNITE Conference and 2016 International Conference on Advanced Informatics: Concepts, Theory and Application, ICAICTA 2016"
Aspect extraction in sentiment analysis: comparative analysis and survey,Rana T.A.,2016-12-01,10.1007/s10462-016-9472-z,Artificial Intelligence Review
A review on automated menu planning approaches,Ngo H.C.,2016-01-01,10.3844/jcssp.2016.582.596,Journal of Computer Science
Topic modeling in sentiment analysis: A systematic review,Rana T.,2016-01-01,10.5614/itbj.ict.res.appl.2016.10.1.6,Journal of ICT Research and Applications
Text Document Preprocessing and Dimension Reduction Techniques for Text Document Clustering,Kadhim A.I.,2015-12-09,10.1109/ICAIET.2014.21,"Proceedings - 2014 4th International Conference on Artificial Intelligence with Applications in Engineering and Technology, ICAIET 2014"
Hybrid rule-based approach for aspect extraction and categorization from customer reviews,Rana T.A.,2015-12-08,10.1109/CITA.2015.7349820,"2015 9th International Conference on IT in Asia: Transforming Big Data into Knowledge, CITA 2015 - Proceedings"
Maintenance decision making in problem and modification analysis phase using a knowledge-based model,Kamaludeen R.A.,2014-12-15,10.1109/MySec.2014.6985984,"2014 8th Malaysian Software Engineering Conference, MySEC 2014"
"See What You Want, Feel What You See: The personalized re-recommendation framework using hybrid strategies for field trip plan",Ariffin A.H.,2014-05-26,10.1109/WICT.2013.7113146,"2013 3rd World Congress on Information and Communication Technologies, WICT 2013"
Feature extraction for co-occurrence-based cosine similarity score of text documents,Kadhim A.I.,2014-03-30,10.1109/SCORED.2014.7072954,"2014 IEEE Student Conference on Research and Development, SCOReD 2014"
A multi-objective evolutionary algorithm-based ensemble optimizer for feature selection and classification with neural network models,Tan C.J.,2014-02-11,10.1016/j.neucom.2012.12.057,Neurocomputing
A knowledge-based decision making model to support the analysis phase in software maintainance,Kamaludeen R.,2014-01-01,10.3233/978-1-61499-434-3-1046,Frontiers in Artificial Intelligence and Applications
Question classification using extreme learning machine on semantic features,Hardy ,2013-12-03,10.5614/itbj.ict.res.appl.2013.7.1.3,Journal of ICT Research and Applications
A Modified micro Genetic Algorithm for undertaking Multi-Objective Optimization Problems,Tan C.J.,2013-04-24,10.3233/IFS-2012-0568,Journal of Intelligent and Fuzzy Systems
Software maintenance expert base decision support (SoXDeS) framework,Kamaludeen R.A.,2013-01-01,10.1109/ACSAT.2013.13,"Proceedings - 2013 International Conference on Advanced Computer Science Applications and Technologies, ACSAT 2013"
Dynamic service placement and replication framework to enhance service availability using team formation algorithm,Ooi B.Y.,2012-09-01,10.1016/j.jss.2012.02.010,Journal of Systems and Software
A hybrid approach for ontology mapping via genetic algorithm,Singh S.,2011-12-14,10.1109/CIMSim.2011.84,"Proceedings - CIMSim 2011: 3rd International Conference on Computational Intelligence, Modelling and Simulation"
Expert-based decision support framework for software reengineering,Kamaludeen R.,2011-12-01,10.1109/MySEC.2011.6140692,"2011 5th Malaysian Conference in Software Engineering, MySEC 2011"
Resource selection using fuzzy logic for dynamic service placement and replication,Ooi B.Y.,2011-12-01,10.1109/TENCON.2011.6129077,"IEEE Region 10 Annual International Conference, Proceedings/TENCON"
An ontological approach for program management lessons learned: Case study at motorola penang design centre,Cheah Y.,2011-12-01,10.1109/IEEM.2011.6118189,IEEE International Conference on Industrial Engineering and Engineering Management
An unsupervised center sentence-based clustering approach for rule-based question answering,Song S.,2011-09-01,10.1109/ISCI.2011.5958896,ISCI 2011 - 2011 IEEE Symposium on Computers and Informatics
XEBPER: An E-book using Java 3D API,Hameed N.,2011-04-28,N/A,Malaysian Journal of Computer Science
Dynamic service placement and redundancy: Concept and research direction,Ooi B.Y.,2010-12-01,N/A,"2010 International Conference on Distributed Frameworks for Multimedia Applications, DFmA 2010"
Linguistic stem concatenation for Malay large vocabulary continuous speech recognition,Sze H.K.,2010-12-01,10.1109/SCORED.2010.5703990,"Proceeding, 2010 IEEE Student Conference on Research and Development - Engineering: Innovation and Beyond, SCOReD 2010"
Dynamic service placement and redundancy to ensure service availability during resource failures,Ooi B.Y.,2010-11-09,10.1109/ITSIM.2010.5561605,"Proceedings 2010 International Symposium on Information Technology - Engineering Technology, ITSim'10"
A services-oriented platform for synergisation of research and development strengths,Chua C.C.,2010-11-08,10.1109/ITSIM.2010.5561506,"Proceedings 2010 International Symposium on Information Technology - System Development and Application and Knowledge Society, ITSim'10"
Hybrid approach towards ontology mapping,Singh S.,2010-11-08,10.1109/ITSIM.2010.5561625,"Proceedings 2010 International Symposium on Information Technology - System Development and Application and Knowledge Society, ITSim'10"
An e-book personalization architecture with digital rights and encryption procedures,Hameed N.,2010-11-08,10.1109/ITSIM.2010.5561626,"Proceedings 2010 International Symposium on Information Technology - System Development and Application and Knowledge Society, ITSim'10"
Identifying social factors and representation for knowledge based coalition formation system,Kassim A.M.,2010-11-08,10.1109/ITSIM.2010.5561494,"Proceedings 2010 International Symposium on Information Technology - System Development and Application and Knowledge Society, ITSim'10"
An approach to facilitate searching on heterogeneous semantic web sources,Singh S.,2008-12-12,10.1109/ITSIM.2008.4631724,"Proceedings - International Symposium on Information Technology 2008, ITSim"
A framework for cohesive healthcare coalition formation,Cheah Y.,2006-01-01,N/A,Studies in Health Technology and Informatics
Using ensemble and learning techniques towards extending the knowledge discovery pipeline,Cheah Y.,2005-12-01,N/A,ICEIS 2005 - Proceedings of the 7th International Conference on Enterprise Information Systems
A generic plan ontology for dynamic health plans,Mahiddin N.,2005-12-01,N/A,"Proceedings of the 2005 International Conference on Information and Knowledge Engineering, IKE'05"
A knowledge creation info-structure to acquire and crystallize the tacit knowledge of health-care experts,Abidi S.S.R.,2005-06-01,10.1109/TITB.2005.847188,IEEE Transactions on Information Technology in Biomedicine
ADMI: A multi-agent architecture to autonomously generate data mining services,Zaidi S.Z.H.,2004-12-01,N/A,2004 2nd International IEEE Conference 'Intelligent Systems' - Proceedings
