Title,Authors,Publication Date,DOI,Source
Interactive and Usable Waste Management System: A Concept by My Intelligent Bin (MIB),Muhamad Faudzi N.,2018-11-09,10.1109/ICPET.2018.00010,"Proceedings - 2018 International Conference on Promising Electronic Technologies, ICPET 2018"
Cross Site Scripting: Investigations in PHP Web Application,Marashdih A.W.,2018-11-09,10.1109/ICPET.2018.00011,"Proceedings - 2018 International Conference on Promising Electronic Technologies, ICPET 2018"
Infeasible paths in static analysis: Problems and challenges,Marashdih A.,2018-09-26,10.1063/1.5055481,AIP Conference Proceedings
An assessment of user authentication methods in mobile phones,Hui D.O.Y.,2018-09-26,10.1063/1.5055518,AIP Conference Proceedings
Habituation effects in computer security warning,Amran A.,2018-07-04,10.1080/19393555.2018.1505008,Information Security Journal
Automatic annotation of unlabeled data from smartphone-based motion and location sensors,Pius Owoh N.,2018-07-03,10.3390/s18072134,Sensors (Switzerland)
Forensic dna profiling for identifying an individual crime,Abiodun O.,2018-07-01,N/A,International Journal of Civil Engineering and Technology
Habituation effects in computer security warning,Amran A.,2018-03-04,10.1080/19393555.2018.1448492,Information Security Journal
A survey on tor encrypted traffic monitoring,Aminuddin M.A.I.M.,2018-01-01,10.14569/ijacsa.2018.090815,International Journal of Advanced Computer Science and Applications
Implementing E-learning platforms in USM: UX and usability issues,Emang D.W.A.B.,2018-01-01,N/A,Journal of Advanced Research in Dynamical and Control Systems
A mobile usability evaluation of a pregnancy app,Hussain A.,2018-01-01,N/A,"Journal of Telecommunication, Electronic and Computer Engineering"
Preliminary study on security issues of online banking: A case study of Malaysia,Mahmadi F.,2018-01-01,10.3923/jeasci.2018.709.716,Journal of Engineering and Applied Sciences
Intelligent Responsive Indoor System (IRiS): A potential shoplifter security alert system,Mohd Zahari M.K.,2017-12-01,N/A,Journal of Information and Communication Technology
Detection and removing cross site scripting vulnerability in PHP web application,Marashdih A.,2017-11-14,10.1109/ICPET.2017.11,"Proceedings - 2017 International Conference on Promising Electronic Technologies, ICPET 2017"
Usability studies on e-learning platforms: Preliminary study in USM,Emang D.,2017-10-03,10.1063/1.5005373,AIP Conference Proceedings
Further investigation on security warnings implementation: A case in higher institution,Samsudin N.F.,2017-05-01,10.1166/asl.2017.8293,Advanced Science Letters
Human activity recognition (HAR) for wearable sensors with classification techniques,Ching K.W.,2017-05-01,10.1166/asl.2017.8300,Advanced Science Letters
Enhanced security for public cloud storage with honey encryption,Fun T.S.,2017-05-01,10.1166/asl.2017.8324,Advanced Science Letters
Security issues in online banking: Review cases in Malaysia,Mahmadi F.N.,2017-05-01,10.1166/asl.2017.8311,Advanced Science Letters
Cross Site Scripting: Removing Approaches in Web Application,Marashdih A.,2017-01-01,10.1016/j.procs.2017.12.201,Procedia Computer Science
Usable Security: Revealing End-Users Comprehensions on Security Warnings,Amran A.,2017-01-01,10.1016/j.procs.2017.12.198,Procedia Computer Science
